cruise,type::cruise,datatype::cruise,xml:lang::cruise,cruise_id,type::cruise_id,datatype::cruise_id,xml:lang::cruise_id,doi,type::doi,datatype::doi,xml:lang::doi
http://data.rvdata.us/id/cruise/KOK1404,uri,,,KOK1404,literal,,,10.7284/904293,literal,,
http://data.rvdata.us/id/cruise/KOK1502,uri,,,KOK1502,literal,,,10.7284/901832,literal,,
http://data.rvdata.us/id/cruise/KOK1503,uri,,,KOK1503,literal,,,10.7284/901833,literal,,
http://data.rvdata.us/id/cruise/KOK1508,uri,,,KOK1508,literal,,,10.7284/906363,literal,,
http://data.rvdata.us/id/cruise/KOK1512,uri,,,KOK1512,literal,,,10.7284/906366,literal,,
http://data.rvdata.us/id/cruise/KOK1515,uri,,,KOK1515,literal,,,10.7284/906369,literal,,
http://data.rvdata.us/id/cruise/KOK1516,uri,,,KOK1516,literal,,,10.7284/906881,literal,,
http://data.rvdata.us/id/cruise/KOK1605,uri,,,KOK1605,literal,,,10.7284/906878,literal,,
http://data.rvdata.us/id/cruise/KOK1608,uri,,,KOK1608,literal,,,10.7284/907475,literal,,
http://data.rvdata.us/id/cruise/KOK1611,uri,,,KOK1611,literal,,,10.7284/907476,literal,,
http://data.rvdata.us/id/cruise/MW8912,uri,,,MW8912,literal,,,10.7284/903107,literal,,
http://data.rvdata.us/id/cruise/MW9208,uri,,,MW9208,literal,,,10.7284/907007,literal,,
http://data.rvdata.us/id/cruise/MW9812,uri,,,MW9812,literal,,,10.7284/907061,literal,,
http://data.rvdata.us/id/cruise/MW9817,uri,,,MW9817,literal,,,10.7284/907064,literal,,
http://data.rvdata.us/id/cruise/MW9820,uri,,,MW9820,literal,,,10.7284/907065,literal,,
http://data.rvdata.us/id/cruise/MW9901,uri,,,MW9901,literal,,,10.7284/903104,literal,,
http://data.rvdata.us/id/cruise/MW9904,uri,,,MW9904,literal,,,10.7284/903105,literal,,
http://data.rvdata.us/id/cruise/MW9905,uri,,,MW9905,literal,,,10.7284/903106,literal,,
http://data.rvdata.us/id/cruise/MW9906,uri,,,MW9906,literal,,,10.7284/907069,literal,,
http://data.rvdata.us/id/cruise/MW9909,uri,,,MW9909,literal,,,10.7284/907070,literal,,
http://data.rvdata.us/id/cruise/OC1605B,uri,,,OC1605B,literal,,,10.7284/907145,literal,,
http://data.rvdata.us/id/cruise/OC1610A,uri,,,OC1610A,literal,,,10.7284/907158,literal,,
http://data.rvdata.us/id/cruise/SKQ201615S,uri,,,SKQ201615S,literal,,,10.7284/907442,literal,,
http://data.rvdata.us/id/cruise/TN258,uri,,,TN258,literal,,,10.7284/904014,literal,,
http://data.rvdata.us/id/cruise/TN294,uri,,,TN294,literal,,,10.7284/902573,literal,,
http://data.rvdata.us/id/cruise/TUIM09MV,uri,,,TUIM09MV,literal,,,10.7284/904049,literal,,
http://data.rvdata.us/id/cruise/W0501C,uri,,,W0501C,literal,,,10.7284/903129,literal,,
http://data.rvdata.us/id/cruise/W0503A,uri,,,W0503A,literal,,,10.7284/900697,literal,,
